,ckg_series_id,season_number,title_name,content_strategy_category,medal,content_cost
47841,56bdebc6-3ee6-48ee-ab9f-a3cd789eddd7,0,John Early: Now More Than Ever,Specials,Bronze,1900000.0
49538,56d76479-7449-497e-998a-51820153b2e3,2,Speed Is the New Black,Unscripted Series (Acq),Bronze,
49762,56d76479-7449-497e-998a-51820153b2e3,1,Speed Is the New Black,Unscripted Series (Acq),Bronze,
48378,56dc1cb0-d948-4c41-8743-70fb73f3a084,4,Expedition Bigfoot,Unscripted Series (Acq),Bronze,
48776,56fd87b3-c23f-40cc-982c-111d40d86a9f,0,Breathe,Movies (Acq),Bronze,90000.0
47442,573d8e2d-7119-4829-a09d-91dc9f6b7ee4,0,Cabin Chronicles: Renovation,Specials,Bronze,
48968,574dcab8-3f7e-488c-b624-776637469c80,0,Species III,Movies (Acq),Bronze,180000.0
48141,579085d9-89d6-4805-b867-91d84e72cb75,1,Family Restaurant,Unscripted Series (Acq),Bronze,
47430,57a0c2e1-db13-4589-81ed-31fda99a747b,0,After the Bite,Docu-Movies (OP),Bronze,2100000.0
48244,57d44db8-5e41-4bd8-b633-4f579e97a373,0,Phelps vs. Shark: Great Gold vs. Great White,Docu-Movies (Acq),Bronze,
49390,585841d8-98fa-46c5-8859-7fac56341525,2016,Rolex Monterey Motorsports Reunion,Unscripted Series (Acq),Bronze,
48651,586ba77d-cd3c-47eb-8730-5c5b574ca0f8,0,The Tooth Fairy,Movies (Acq),Bronze,
48548,5875f146-0de2-42c5-912c-4abec7b5b204,0,Love Beats Rhymes,Movies (Acq),Bronze,150000.0
49113,5894047a-18db-4bb7-9b03-e76b6b5f0861,1,Holiday Hooptie Challenge,Unscripted Series (Acq),Bronze,
47702,58992e91-2a49-4a4a-afa3-7ec54f4074a1,0,Knowing,Movies (Acq),Bronze,225000.0
47454,58e884a0-f9b6-4802-b1a7-4d04166b82e1,0,The Soloist,Movies (Acq),Bronze,
48743,59033b0c-81c6-4cf8-8526-ccd6bf09672f,0,Whip It (Roller Girl),Movies (Acq),Bronze,230000.0
47797,5903be29-491e-4500-ad4a-6e9be42daf82,1,Hot Rod Garage,Unscripted Series (Acq),Bronze,
49254,5903be29-491e-4500-ad4a-6e9be42daf82,8,Hot Rod Garage,Unscripted Series (Acq),Bronze,
48947,5903be29-491e-4500-ad4a-6e9be42daf82,6,Hot Rod Garage,Unscripted Series (Acq),Bronze,
48880,5903be29-491e-4500-ad4a-6e9be42daf82,9,Hot Rod Garage,Unscripted Series (Acq),Bronze,
48486,5903be29-491e-4500-ad4a-6e9be42daf82,7,Hot Rod Garage,Unscripted Series (Acq),Bronze,
48457,5903be29-491e-4500-ad4a-6e9be42daf82,4,Hot Rod Garage,Unscripted Series (Acq),Bronze,
48997,5903be29-491e-4500-ad4a-6e9be42daf82,10,Hot Rod Garage,Unscripted Series (Acq),Bronze,
49241,5903be29-491e-4500-ad4a-6e9be42daf82,11,Hot Rod Garage,Unscripted Series (Acq),Bronze,
49610,5903be29-491e-4500-ad4a-6e9be42daf82,3,Hot Rod Garage,Unscripted Series (Acq),Bronze,
48722,5903be29-491e-4500-ad4a-6e9be42daf82,5,Hot Rod Garage,Unscripted Series (Acq),Bronze,
49267,5903be29-491e-4500-ad4a-6e9be42daf82,2,Hot Rod Garage,Unscripted Series (Acq),Bronze,
48977,59110f75-1423-4d3e-ab9f-55d57d816dfb,2013,Shark Week,Unscripted Series (Acq),Bronze,
49165,59110f75-1423-4d3e-ab9f-55d57d816dfb,2017,Shark Week,Unscripted Series (Acq),Bronze,
47664,59110f75-1423-4d3e-ab9f-55d57d816dfb,2010,Shark Week,Unscripted Series (Acq),Bronze,
49513,59110f75-1423-4d3e-ab9f-55d57d816dfb,2019,Shark Week,Unscripted Series (Acq),Bronze,
49789,59110f75-1423-4d3e-ab9f-55d57d816dfb,2014,Shark Week,Unscripted Series (Acq),Bronze,
48815,59110f75-1423-4d3e-ab9f-55d57d816dfb,2012,Shark Week,Unscripted Series (Acq),Bronze,
49000,59110f75-1423-4d3e-ab9f-55d57d816dfb,2011,Shark Week,Unscripted Series (Acq),Bronze,
48828,59110f75-1423-4d3e-ab9f-55d57d816dfb,2002,Shark Week,Unscripted Series (Acq),Bronze,
47657,59110f75-1423-4d3e-ab9f-55d57d816dfb,2001,Shark Week,Unscripted Series (Acq),Bronze,
48688,5924529b-e2d0-4652-9438-0112f242db75,0,The Jacket,Movies (Acq),Bronze,140000.0
49652,592b8e18-0120-41be-a873-eab6020b3da3,0,Air Jaws: The Hunted,Specials,Bronze,
47444,593e837f-69e3-4ae5-99b1-5ca858d6abb9,0,The Lodge,Movies (Acq),Bronze,183300.0
48165,5953c410-621e-4f54-b30d-1719a313f2ac,0,Impractical Jokers: Shark Week Spectacular,Specials,Bronze,
49011,59719cfb-58d6-471d-bb13-7618e5b03c7b,203,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
48970,59719cfb-58d6-471d-bb13-7618e5b03c7b,205,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
48613,59719cfb-58d6-471d-bb13-7618e5b03c7b,204,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
48388,59719cfb-58d6-471d-bb13-7618e5b03c7b,206,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
49463,59719cfb-58d6-471d-bb13-7618e5b03c7b,207,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
47663,59719cfb-58d6-471d-bb13-7618e5b03c7b,208,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
48833,59719cfb-58d6-471d-bb13-7618e5b03c7b,202,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
47792,59719cfb-58d6-471d-bb13-7618e5b03c7b,201,House Hunters: Volume 8,Unscripted Series (Acq),Bronze,
47596,59768144-e300-4269-acd3-c6b660ec08bf,3,Farmhouse Fixer,Unscripted Series (Acq),Bronze,
49418,5982ee0f-0bd4-436f-a13e-deddfeacc98b,0,Racing Monsters With Dario Franchitti,Specials,Bronze,
48421,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,26,Wheeler Dealers,Unscripted Series (Acq),Bronze,
48483,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,15,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49569,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,14,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49244,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,23,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49645,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,6,Wheeler Dealers,Unscripted Series (Acq),Bronze,
48078,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,11,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49648,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,12,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49477,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,24,Wheeler Dealers,Unscripted Series (Acq),Bronze,
48089,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,27,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49295,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,8,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49568,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,22,Wheeler Dealers,Unscripted Series (Acq),Bronze,
48762,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,1,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49564,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,16,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49441,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,2,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49662,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,18,Wheeler Dealers,Unscripted Series (Acq),Bronze,
48746,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,7,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49049,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,4,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49781,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,21,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49720,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,13,Wheeler Dealers,Unscripted Series (Acq),Bronze,
48192,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,17,Wheeler Dealers,Unscripted Series (Acq),Bronze,
47947,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,9,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49452,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,3,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49699,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,25,Wheeler Dealers,Unscripted Series (Acq),Bronze,
48862,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,20,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49501,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,19,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49739,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,10,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49081,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,5,Wheeler Dealers,Unscripted Series (Acq),Bronze,
49510,59cd9458-deb6-4797-9e20-6956881f9269,0,Emitaï,Movies (Acq),Bronze,
49577,59d688a6-0c24-4046-89e5-5a70bb41af67,0,Sharks and the City: LA,,Bronze,
48310,59db05e8-71db-4b45-adc7-98dcdacd0e3d,0,A Dangerous Method,Movies (Acq),Bronze,92600.0
48669,59ed56c4-ffb5-48db-b0fc-1671334497dd,0,Day of the Shark,Specials,Bronze,
47743,5a11b420-5f6c-4957-af21-d85c905a96b5,1,Time Zone,Unscripted Series (OP),Bronze,105779.37
48284,5abe7150-39a2-4d08-92e9-1a4109acdc89,1,Renovation Resort Showdown,Unscripted Series (Acq),Bronze,
48917,5abe8eee-6221-465c-9c04-540046d98a8a,1,MarkKim + Chef,Unscripted Series (OP),Bronze,36250.0
49722,5aed0f61-be9c-45b0-ad17-0c941fe8f331,2024,FIA World Endurance Championship,Unscripted Series (Acq),Bronze,
49713,5aed0f61-be9c-45b0-ad17-0c941fe8f331,2023,FIA World Endurance Championship,Unscripted Series (Acq),Bronze,
49127,5af1407d-1b62-45a3-9225-c56026b03169,1,Gold Star Racing,Unscripted Series (Acq),Bronze,
48250,5b0528b9-03f4-4638-b333-f1368ee12c54,0,Shorts,Movies (Acq),Bronze,
48767,5b13c166-5c0d-4f92-9893-6ee4f7a1c72c,0,The Family,Movies (Acq),Bronze,275000.0
47756,5b515e4d-87fa-4a0a-afc7-171d2558bffe,0,Before Midnight,Movies (Acq),Bronze,92600.0
47721,5b7fff62-469a-4e85-b4d4-27f147005bb4,0,Never Die Alone,Movies (Acq),Bronze,230000.0
49265,5b8bdcdd-bc03-421c-af2f-18eb3045fe49,0,Betrayed (1988),Movies (Acq),Bronze,267500.0
49242,5bf02226-e396-40f8-a8b4-2f3dfa9cadff,0,The Lobster,Movies (Acq),Bronze,475000.0
47802,5c16e753-e987-4ae7-bdcd-3a455b3ccb37,1,Superpowered: The DC Story,Docu-Series (OP),Bronze,5500000.0
47755,5c6884a5-0d5d-4027-be8b-10550073b2ff,0,Cane Toads: The Conquest,Docu-Movies (Acq),Bronze,
47742,5c70642f-9e26-46ed-89cc-cb946933313f,11,Unearthed,Unscripted Series (Acq),Bronze,
48744,5c87b73a-fdc4-421c-8f96-74ee7dac082f,0,Jungle Shark,Specials,Bronze,
48982,5ca06336-62dd-4174-ad81-4e01d559bdd1,1,The Disappearance,Drama Series (Acq),Bronze,
47655,5ca084aa-943b-46dd-be60-a434018a32c4,0,Celeste and Jesse Forever,Movies (Acq),Bronze,174483.0
48763,5ca35e16-2dc0-4838-9ab5-fc626eac1936,4,Yellowstone Wardens,Unscripted Series (Acq),Bronze,
49448,5ca35e16-2dc0-4838-9ab5-fc626eac1936,2,Yellowstone Wardens,Unscripted Series (Acq),Bronze,
48092,5ca35e16-2dc0-4838-9ab5-fc626eac1936,1,Yellowstone Wardens,Unscripted Series (Acq),Bronze,
49627,5ca35e16-2dc0-4838-9ab5-fc626eac1936,3,Yellowstone Wardens,Unscripted Series (Acq),Bronze,
49317,5cbbf74a-8b39-4349-97e4-c6a2b15818d2,1,Sierra Madre: No Trespassing,Drama Series (OP),Bronze,
47432,5cce9bf2-3166-4849-a0ea-0acaa32c6283,0,Wild,Movies (Acq),Bronze,8921027.775
48475,5cd26e5c-3276-488e-a148-ccc5ce7b9056,1,Late Night Lockup,Docu-Series (Acq),Bronze,
49086,5cd838ce-1d66-48b1-995c-f3c90453afa5,4,Dinner With Racers,Unscripted Series (Acq),Bronze,
47436,5d3e475d-fe07-4384-8e56-a18958a1603f,0,Mannequin,Movies (Acq),Bronze,230000.0
48104,5d4f813a-393a-4080-b861-eb4ab3e1e5a1,0,If Beale Street Could Talk,Movies (Acq),Bronze,17500.0
49167,5d7ab317-024a-4743-8a97-098ce7f6c6ea,1,Drift This,Unscripted Series (Acq),Bronze,
48087,5dd43577-b7de-492e-8a7a-075170c39030,0,Wes Craven Presents: Dracula III: Legacy,Movies (Acq),Bronze,90000.0
49006,5e30e0aa-9c86-4fd8-a3c4-0e4ab0c60212,0,Albert Brooks: Defending My Life,Docu-Movies (OP),Bronze,3800000.0
49185,5e33c04b-a047-4417-81df-3a0f68ef6c9c,2,MILF Manor,Unscripted Series (Acq),Bronze,
48130,5e6acf37-7010-4533-886f-99175bfc6927,0,Belly of the Beast: Feeding Frenzy,Specials,Bronze,
47613,5ebfa007-8a41-4ab7-9d26-70a782c53907,3,The Last Ship,Drama Series (Acq),Bronze,9180000.0
48326,5ebfa007-8a41-4ab7-9d26-70a782c53907,2,The Last Ship,Drama Series (Acq),Bronze,9180000.0
48047,5ebfa007-8a41-4ab7-9d26-70a782c53907,4,The Last Ship,Drama Series (Acq),Bronze,9180000.0
47399,5ebfa007-8a41-4ab7-9d26-70a782c53907,1,The Last Ship,Drama Series (Acq),Bronze,9180000.0
48451,5ee4ffb5-e199-43ae-b3c8-6f5200cd672b,1,Hostage 911,Docu-Series (Acq),Bronze,
49387,5efcc615-10bd-4c54-a16b-6badb81ea854,0,Ismael's Ghosts,Movies (Acq),Bronze,60000.0
47835,5efcfb4b-bbd3-43f2-968f-f8d9d1844b5d,0,Enter the Warrior's Gate,Movies (Acq),Bronze,125000.0
49679,5f89ec38-f8d5-4bf5-a7ab-68e50da2c356,1,Shark Academy,Unscripted Series (OP),Bronze,
47726,5f8e689c-2664-4c10-a527-fa014b49c264,0,Hereafter,Movies (Acq),Bronze,
48239,5fe3364b-2c01-492c-8fc7-fcf134d75744,0,My Bodyguard,Movies (Acq),Bronze,230000.0
48855,60020c14-0afb-4fef-b981-e77ec3762ea9,0,Oprah and The Color Purple Journey,Docu-Movies (OP),Bronze,2242436.0
49331,601f395b-031a-42b9-9e57-10df171e8138,1,Speak Sis,Unscripted Series (Acq),Bronze,
48352,6023a1c7-027f-4053-a152-10f27cd88319,0,Dr. No,Movies (Acq),Bronze,252000.0
48031,604a7d0a-7a99-4c8b-bda9-8db5298ff68c,6,90 Day Fiance Pillow Talk: Before the 90 Days,Unscripted Series (Acq),Bronze,
49420,604da7ef-03a1-4fe4-9776-a6727b496caf,1,Tough Truckin,Unscripted Series (Acq),Bronze,
49654,605b31c1-c5e1-40f8-96e7-aa5deaae9d68,0,The Trial,Movies (Acq),Bronze,
48842,610e266b-57a8-46cf-85a7-1e78f2e9781a,0,Now You See Me,Movies (Acq),Bronze,3425043.0
47939,612a670f-b49e-47ad-87f1-8a7618bb033d,0,Trees And Other Entanglements,Docu-Movies (OP),Bronze,2100000.0
49193,613b5ebc-4ef5-4475-8ebb-7271126591ff,0,Skin,Movies (Acq),Bronze,100000.0
49125,614601a4-7ba7-42a9-8597-66c6f96c721d,0,The Last 10 Years,Movies (Acq),Bronze,69000.0
47427,618420b4-a019-4c46-afad-ebfa36df702d,0,Lemon,Movies (Acq),Bronze,60000.0
49051,618644ab-9606-4a85-9bd5-b0296e66d4f9,4,Hot Rod Unlimited,Unscripted Series (Acq),Bronze,
49384,618644ab-9606-4a85-9bd5-b0296e66d4f9,2,Hot Rod Unlimited,Unscripted Series (Acq),Bronze,
49306,618644ab-9606-4a85-9bd5-b0296e66d4f9,3,Hot Rod Unlimited,Unscripted Series (Acq),Bronze,
48124,61a3db2e-4de1-4654-bc72-eeab6cb60168,0,Gaga Chromatica Ball,,Bronze,
48542,61a715fc-648c-4556-9492-e024a4169150,0,Lord of Illusions,Movies (Acq),Bronze,216000.0
47932,61b36446-437e-437f-bfd1-326d4aafbe81,0,Jack Ryan: Shadow Recruit,Movies (Acq),Bronze,600000.0
48950,61c0d937-20bc-412d-8f62-ba1d2ec435d4,210,House Hunters: Volume 9,Unscripted Series (Acq),Bronze,
48836,61c0d937-20bc-412d-8f62-ba1d2ec435d4,209,House Hunters: Volume 9,Unscripted Series (Acq),Bronze,
48973,61da3d81-5d1a-4347-b522-2fc0af15d943,0,Dom Hemingway,Movies (Acq),Bronze,59885.0
49189,61ea2e08-1889-44fe-b116-f84fb436da85,0,A Christmas Serenade,Movies (Acq),Bronze,
49646,621dd7b5-6d04-436c-8e86-1e953c54e6d5,0,Tangerine,Movies (Acq),Bronze,60000.0
48724,6240ebd8-efbe-44cd-ab97-9e66abaaa8cd,0,True Story,Movies (Acq),Bronze,328966.0
49138,624b029a-bcc1-44f4-aade-3b113a1ef96f,2023,Sonora Rally,Unscripted Series (Acq),Bronze,
48507,6253c3ae-5d92-4a04-bda2-0fe665eeee52,0,Jaws Awakens: Phred vs. Slash,Specials,Bronze,
49517,627ef0d1-efe8-484e-972c-5ff07997dadd,1,Caught!,Unscripted Series (Acq),Bronze,
49240,62c6a5c6-114f-4b8a-8083-aec09dc32641,1,Love & Translation,Unscripted Series (Acq),Bronze,
48353,62dc67da-380f-43cb-8f1c-3750b01043b9,0,Species,Movies (Acq),Bronze,270000.0
49598,62dcbd00-52b0-4ab5-997a-a67060c75349,0,Millennium,Movies (Acq),Bronze,230000.0
49097,6356f6e6-93a0-4b65-ac59-087377a3f4b7,1,FutureCar,Unscripted Series (Acq),Bronze,
49177,63a1e545-77d9-4b0b-abb6-cd8f08cf4a51,1,Carspotting,Unscripted Series (Acq),Bronze,
48062,63d1f59b-5b39-44f2-820f-1e513259ecd2,0,Lost in Translation,Movies (Acq),Bronze,270000.0
48146,63dc1bcb-9dbc-4be1-bcef-a0f79a2063e8,0,Max,Movies (Acq),Bronze,2266128.0
48993,643397b4-50d4-492b-a239-6da3f1dc6513,0,Safe in Hell,Movies (Acq),Bronze,5000.0
49628,644a8892-b5c5-48da-b66d-692bd2ff41ff,0,Entertainment,Movies (Acq),Bronze,60000.0
49214,644dd8e2-30ff-4e17-aa0e-187df4c587bd,0,Marc Maron: From Bleak to Dark,Specials,Bronze,1400000.0
48785,6479b8ca-3fe9-4f7e-8dbc-75484e485a28,0,Metalocalypse: Army of the Doomstar,Movies (Acq),Bronze,
48962,6479c960-c8a4-492e-8d6b-9c201c4856a7,1,First Five,Docu-Series (OP),Bronze,29351.5
48036,64a3b3ce-946b-4eb6-bdac-b7124e94e3e9,0,Lizzo: Live In Concert,Specials,Bronze,5005000.0
48841,64ae5777-6b01-4351-ae3c-318d1966a0ff,1,Killers of the Cosmos,Unscripted Series (Acq),Bronze,
48702,64e28eee-b3cc-4e08-b071-5a795b911dd2,1,Conan O'Brien Must Go,Unscripted Series (OP),Bronze,
49033,65063f3c-b0bd-4162-afd3-266cdd63f8d2,0,Ronda Rousey Uncaged,Specials,Bronze,
48568,6517cc5f-b5c4-4c1b-9c22-0fe846d6d2a0,0,The War of the Roses,Movies (Acq),Bronze,270000.0
47476,65637277-182d-4f67-8334-6110fb1261df,0,Take Shelter,Movies (Acq),Bronze,92600.0
49785,65772a67-e0bb-4aed-8f59-767ec128b730,1,MotorTrend 500: NASCAR Heads West,Unscripted Series (Acq),Bronze,
47817,65b2da21-ed77-4756-9300-94b6724ddcb7,0,Justice League x RWBY: Super Heroes & Huntsmen Part 1,Movies (Acq),Bronze,778500.0
48630,65d0ce21-e522-4eb2-93f0-bf45d2137d89,1,Biker Build-Off,Unscripted Series (Acq),Bronze,
49459,65d0ce21-e522-4eb2-93f0-bf45d2137d89,2,Biker Build-Off,Unscripted Series (Acq),Bronze,
48861,65d0ce21-e522-4eb2-93f0-bf45d2137d89,3,Biker Build-Off,Unscripted Series (Acq),Bronze,
49322,65da2ea0-2c9a-4898-8e6b-fea68880ae05,2018,MotorTrend Live Stage at SEMA,Unscripted Series (Acq),Bronze,
47630,66043def-ead4-4cdd-acd0-194327673686,1,Next Baking Master: Paris,Unscripted Series (Acq),Bronze,
48262,6610b769-8502-4d6b-bf97-5335387d509e,0,Megalodon: The Monster Shark Lives,Specials,Bronze,
48634,665f83ec-a03a-483c-af70-d5adc1d5afb5,1,Mud Madness,Unscripted Series (Acq),Bronze,
48879,6668f46a-f1bf-4e85-999e-9e4d5fd78e28,0,How I Live Now,Movies (Acq),Bronze,60000.0
49658,666de345-cf1d-4ec2-a95e-1bdd8c2c709f,0,SW22: Tracy Morgan Presents: Sharks! with Tracy Morgan,Specials,Bronze,
48321,66d806fd-238a-4283-a35a-b11ab6861cb8,0,Children of the Corn V: Fields of Terror,Movies (Acq),Bronze,81000.0
47598,6718cb2d-b991-472c-91d1-6604e26e7da6,1,Wardens of the North,Unscripted Series (Acq),Bronze,
48711,6718cb2d-b991-472c-91d1-6604e26e7da6,2,Wardens of the North,Unscripted Series (Acq),Bronze,
49163,672ecca1-6b9b-4429-a4b9-04a146315ad7,1,The House of Muscle,Unscripted Series (Acq),Bronze,
48522,674af3b6-eeb8-493a-b3c5-a911a9cc0f26,2,My Adventures with Superman,Adult Animation Series (Acq),Bronze,4077500.0
47922,674af3b6-eeb8-493a-b3c5-a911a9cc0f26,1,My Adventures with Superman,Adult Animation Series (Acq),Bronze,4375000.0
47921,674af3b6-eeb8-493a-b3c5-a911a9cc0f26,1,My Adventures with Superman,Adult Animation Series (Acq),Bronze,3780000.0
47478,679dc81e-7efc-4180-9b71-c507a67e72da,0,Paranoia,Movies (Acq),Bronze,125000.0
48100,67c497ea-d367-44c4-b993-70667436b862,0,The A-Team,Movies (Acq),Bronze,
49152,67e0ae3c-bd14-420a-827a-255e51e650fd,22,Two Guys Garage,Unscripted Series (Acq),Bronze,
49401,67e0ae3c-bd14-420a-827a-255e51e650fd,21,Two Guys Garage,Unscripted Series (Acq),Bronze,
49336,67e0ae3c-bd14-420a-827a-255e51e650fd,20,Two Guys Garage,Unscripted Series (Acq),Bronze,
48172,67e940b7-aab2-46ce-a62b-c7308cde9de7,3,Hacks,Comedy Series (OP),Silver,76900000.0
47471,681c7b01-1765-4e3b-b667-374739b69982,1,Revealed,Unscripted Series (Acq),Bronze,
49684,682ccd8f-af85-495d-9d90-848a0e0b813a,1,Northwest by Design,Unscripted Series (Acq),Bronze,
47735,68437bfb-c923-4dc5-9efe-1e1350172de4,0,Eddie the Eagle (2015),Movies (Acq),Bronze,
48280,68901224-e032-47f4-b467-d0f536e7b528,0,Tiger Beach,Specials,Bronze,
49657,68a7dc40-b6bb-4dba-82cb-623791d243d0,6,Car Fix,Unscripted Series (Acq),Bronze,
49118,68a7dc40-b6bb-4dba-82cb-623791d243d0,5,Car Fix,Unscripted Series (Acq),Bronze,
49117,68a7dc40-b6bb-4dba-82cb-623791d243d0,10,Car Fix,Unscripted Series (Acq),Bronze,
49526,68a7dc40-b6bb-4dba-82cb-623791d243d0,1,Car Fix,Unscripted Series (Acq),Bronze,
49048,68a7dc40-b6bb-4dba-82cb-623791d243d0,2,Car Fix,Unscripted Series (Acq),Bronze,
49299,68a7dc40-b6bb-4dba-82cb-623791d243d0,9,Car Fix,Unscripted Series (Acq),Bronze,
49141,68a7dc40-b6bb-4dba-82cb-623791d243d0,8,Car Fix,Unscripted Series (Acq),Bronze,
48366,68a7dc40-b6bb-4dba-82cb-623791d243d0,12,Car Fix,Unscripted Series (Acq),Bronze,
49307,68a7dc40-b6bb-4dba-82cb-623791d243d0,11,Car Fix,Unscripted Series (Acq),Bronze,
49348,68a7dc40-b6bb-4dba-82cb-623791d243d0,4,Car Fix,Unscripted Series (Acq),Bronze,
49071,68a7dc40-b6bb-4dba-82cb-623791d243d0,7,Car Fix,Unscripted Series (Acq),Bronze,
49300,68a7dc40-b6bb-4dba-82cb-623791d243d0,3,Car Fix,Unscripted Series (Acq),Bronze,
48176,68af2b13-0855-4d8f-aca4-040802d63fcb,1,"Murder in Boston: Roots, Rampage & Reckoning",Docu-Series (OP),Bronze,3900000.0
47919,68de95e0-8e99-4b18-9724-845e637010d2,0,Soul Plane,Movies (Acq),Bronze,432000.0
47653,68f50d68-b1fa-4617-a564-3a86b7a36709,8,Home Town,Unscripted Series (Acq),Bronze,
48129,6917905d-fc4d-4aa6-bfad-8b256392149d,0,Tyler Perry's The Family That Preys,Movies (Acq),Bronze,250000.0
48292,6939cba1-35ab-4dde-b4ae-696753c00121,0,"The Goods: Live Hard, Sell Hard",Movies (Acq),Bronze,160000.0
48472,6951543f-1ead-48a2-a77b-e48c2af85999,2,Makeover by Monday,Unscripted Series (Acq),Bronze,
49283,6961655f-74d4-478d-be6a-3db7d20283e9,0,Mega Predators of Oz,Specials,Bronze,
49637,69824e28-86bb-4e94-8380-19676b51dea9,1,Two Wheel Thunder - An American Icon,Unscripted Series (Acq),Bronze,
48249,699c4ddf-22c0-4735-ac45-5b4a33312190,1,Garavito: The Serial Beast,Docu-Series (OP),Bronze,
49588,69b7916d-50aa-4f3d-a0a4-e1f457a4b48c,2,Cars That Rock With Brian Johnson,Unscripted Series (Acq),Bronze,
48118,69cf2552-e159-43c7-ad8e-34f7f3393514,0,The Flash,Movies (Acq),Platinum,37846659.55
48117,69cf2552-e159-43c7-ad8e-34f7f3393514,0,The Flash,Movies (Acq),Platinum,37846659.55
48251,69d426c6-2fa1-4d40-89ba-2ea361c62b4c,0,Knock Knock,Movies (Acq),Bronze,173864.0
49057,6a109c98-0ff4-4ea1-a9cf-26854869ae8a,1,Super Turbo Story Time,Unscripted Series (Acq),Bronze,
48317,6a3ca6c9-8bbf-4b49-9622-56f590240b18,0,Monster Mako,Specials,Bronze,
48806,6a40cadf-0bc5-488f-bf92-767abd8cd8b7,0,John Carpenter's Escape From L.A.,Movies (Acq),Bronze,200000.0
48376,6a82c24c-5638-463c-8fa3-529610cf3537,0,The Zone of Interest,Movies (Acq),Silver,3675000.0
49608,6aee96db-a637-405a-81c2-0b1c017af943,0,Unfaithfully Yours,Movies (Acq),Bronze,230000.0
47783,6b02173e-f815-43e9-9fab-f0680b3b0314,0,Sleepless,,Bronze,175000.0
47842,6b4af728-ceaa-4908-a6bd-5de8450c4a9a,0,Hang 'Em High,Movies (Acq),Bronze,360000.0
48148,6bd752fc-7bfd-4ccb-9ebb-74691876623c,0,The Idaho College Murders,Docu-Movies (Acq),Bronze,
49581,6c203665-0014-4032-ad31-bf1e79c8f153,0,Clash of Killers: Great White vs Mako,Specials,Bronze,
48593,6c22c2b5-1c63-456f-95cd-02f8c66ee278,0,Quarantine,Movies (Acq),Bronze,130861.0
47859,6c7ca47a-1cae-491f-aeaa-d835b6589754,0,Woman at War,Movies (Acq),Bronze,60000.0
47633,6c813fb0-7d90-48c4-92e7-d270a6606c81,0,The Box,Movies (Acq),Bronze,
49744,6c91c6f1-e7e7-4bb1-87e5-85a9e0883a60,1,Hell on Earth: The Verónica Case,,Bronze,
